,true_category,predicted_categorys
9315,24,25
117129,30,10
31273,4,4
124465,4,4
80186,4,4
16735,20,20
52783,4,4
98585,22,22
103910,4,4
86715,8,4
95481,28,4
22630,4,4
45295,11,11
34215,1,1
26043,12,7
123530,11,11
85174,0,0
80944,8,25
101549,15,4
115314,12,4
89223,0,25
58969,11,24
116193,11,11
45801,25,25
98186,20,24
89967,7,20
119154,6,23
73831,8,5
83373,1,1
56287,21,9
64358,8,30
98551,8,8
12896,4,4
96694,25,11
115553,1,1
36068,7,4
56222,14,24
69825,1,8
89053,10,1
30044,4,4
111414,1,4
99103,9,4
1571,15,15
119148,22,7
78875,11,11
510,4,4
8293,4,4
64123,4,8
54338,1,1
113136,25,1
102806,12,4
37608,11,4
51915,26,4
64354,4,13
9749,17,6
16563,25,4
26488,1,20
32770,4,4
11757,4,13
104608,9,1
15752,4,4
28789,20,20
87014,1,1
2398,2,4
96721,28,26
16653,2,26
4079,4,13
48569,4,4
99697,15,5
104717,4,4
54811,11,11
39301,4,4
14581,4,4
65735,1,1
65100,25,25
49642,4,4
89428,11,4
11317,1,8
72486,11,4
96232,4,26
35087,1,1
123669,30,20
116363,11,11
12174,4,4
2360,9,9
40084,4,1
41194,26,15
48283,4,4
120939,29,20
63434,1,1
36352,4,4
58638,1,1
72162,26,26
89805,12,1
109871,4,4
12913,2,28
42787,10,10
23228,4,4
108334,1,1
5992,9,9
101194,4,4
69120,4,4
22249,16,11
94871,9,4
79643,1,1
118930,28,4
74239,5,5
96657,25,25
43792,4,4
91892,30,20
45479,8,1
48568,4,4
76671,1,7
54724,1,1
106248,4,4
38460,22,3
24868,1,1
25166,7,7
95215,17,15
47621,7,3
75337,0,0
60983,4,4
16311,9,9
32181,12,10
406,1,1
95874,8,20
86670,4,11
96077,19,20
73099,19,4
75329,4,4
14259,4,4
17707,4,3
39094,1,4
47039,17,4
98822,7,1
124578,10,10
71685,9,9
33558,1,1
88734,10,10
83912,15,2
106197,1,1
34223,25,3
68280,9,9
77715,0,12
58493,4,4
29787,5,0
45454,8,4
28762,9,10
96970,16,13
99018,3,25
43260,14,25
93181,9,9
84993,1,4
77945,10,10
12769,4,4
79527,4,4
53284,4,8
11574,8,1
52516,23,4
84313,1,1
19277,1,1
49571,8,4
22155,4,4
81433,25,25
70817,25,25
107554,28,4
45222,1,4
29156,4,4
91433,10,28
99834,1,1
72890,4,4
3150,9,9
46499,1,1
51254,10,10
2318,2,7
28221,4,4
50002,5,25
1278,0,0
116679,1,6
3545,4,4
97411,23,4
48178,7,1
80023,5,25
58149,28,4
15284,4,4
57983,10,10
64039,20,1
105212,30,30
90003,25,20
93350,12,20
30019,4,4
5324,4,4
34109,6,6
38361,17,20
108340,25,25
48749,25,25
37341,4,4
3611,4,4
61123,26,26
14856,4,1
59741,4,4
46651,4,8
114789,25,25
5273,4,4
102878,28,26
71025,1,1
77091,11,4
118895,23,4
42869,1,4
1389,2,13
12722,4,4
95103,1,1
39259,15,6
74015,1,1
106550,22,25
78476,25,25
123520,3,25
5882,1,1
35412,4,4
6692,1,1
61479,4,4
97314,6,6
30948,4,4
37799,4,4
4549,1,1
102344,25,25
29710,4,3
35910,7,15
23026,9,6
18294,4,4
56863,6,4
93253,28,4
121898,11,25
71498,0,5
107276,23,28
59255,4,4
78362,9,9
100578,10,10
103385,20,20
107123,28,26
9084,4,4
117145,1,9
96526,9,9
103940,23,11
43684,10,10
4733,6,1
9763,4,4
96715,7,1
9732,9,9
124769,28,26
3502,3,16
120228,11,11
111714,4,4
118987,23,12
30095,4,4
74562,24,24
609,3,4
58833,18,4
84937,0,4
12826,1,7
43928,25,20
120705,4,4
94531,10,10
37050,1,1
82957,4,4
4593,6,3
65479,4,4
25855,4,4
74572,1,4
14536,17,0
75381,29,22
97795,3,3
88563,22,7
26040,4,4
43523,4,4
22961,9,9
10012,13,1
79327,0,0
102861,11,4
39870,4,4
109569,10,10
42003,4,13
5038,10,10
29034,26,26
109593,23,28
30547,20,20
37366,4,4
86834,20,20
46262,21,4
75217,8,4
72484,4,6
85173,12,1
66740,4,4
58427,5,5
40637,15,25
87259,4,6
71373,8,8
15918,24,11
87377,11,25
3452,5,5
46325,0,6
98741,30,4
33467,22,22
21782,4,4
88238,1,6
16572,9,4
72772,4,4
119158,4,4
13240,1,1
114562,25,24
36099,4,4
35145,22,22
85137,23,4
79092,5,5
111270,23,9
88988,29,22
14246,2,2
59170,24,24
51157,26,4
64433,5,25
40117,13,13
67429,4,4
72061,4,4
18590,7,7
37774,1,1
71418,0,4
3731,1,15
50020,1,1
106369,22,25
98158,12,1
67387,8,8
59621,6,1
53547,4,4
11239,3,15
124707,30,1
114062,1,1
6894,4,4
51856,8,1
63901,1,1
89382,25,20
119421,23,11
44734,4,4
72206,9,9
94356,25,4
15495,17,4
57710,10,1
2563,4,4
19736,4,15
33471,13,4
33187,26,4
55473,4,4
119090,30,6
31168,6,1
43852,20,22
17163,1,1
100754,25,25
353,1,1
94820,0,11
71321,1,6
16957,1,1
89066,1,1
49478,4,4
19577,18,3
85363,4,4
106161,18,3
106217,4,4
25810,11,11
96723,19,15
80694,4,4
100526,4,4
122759,6,1
115403,7,7
78865,14,25
120687,0,9
15249,1,1
10889,4,4
48956,22,22
4812,2,4
8626,0,0
89629,11,11
45273,4,4
86237,24,24
111134,8,1
42324,4,4
10403,11,11
6324,5,8
74414,5,5
79977,3,25
26118,0,0
82631,8,1
87811,8,25
60478,6,1
110531,4,4
34460,22,1
113320,0,0
32849,1,1
90186,10,10
111470,22,8
102373,25,25
15256,3,1
3283,2,4
94551,7,1
71351,20,20
80300,1,4
116640,9,9
47120,5,8
37072,26,2
62132,14,25
10034,4,4
71556,1,1
2119,1,4
19375,6,0
118449,25,25
34156,5,1
78667,4,4
9532,9,20
20690,2,4
45458,1,1
68018,28,4
96714,7,4
9911,0,0
92236,24,4
101213,20,25
116778,27,0
44381,1,1
17646,20,1
37498,4,4
53614,1,1
97916,1,1
26487,4,13
69414,4,25
78180,10,13
106626,25,9
7573,7,15
71673,4,4
32011,1,25
112497,24,25
72094,1,1
100405,5,10
61126,26,26
117591,23,10
117329,16,8
56504,26,4
10823,4,4
37617,1,1
25026,4,13
71867,7,1
16474,4,4
30633,9,9
32538,20,24
60578,20,20
84524,10,10
45136,26,26
91235,9,3
81175,5,9
119296,12,4
44292,9,7
83765,0,0
55693,1,1
32057,26,26
34040,26,26
120916,3,23
50667,24,24
90311,16,4
109704,22,1
75559,4,11
5821,4,4
106737,20,25
82603,1,1
5753,1,1
78528,4,28
15557,4,4
111520,11,4
55062,20,20
80791,27,4
50152,20,25
1406,4,8
62274,4,4
21217,4,4
28679,21,7
55135,5,1
68935,4,4
2417,4,4
54828,4,4
83207,1,1
117798,4,4
66427,27,5
88482,10,1
112097,16,25
66716,10,13
59403,4,4
56983,1,1
48751,10,4
5937,4,4
91592,4,3
115964,23,25
13099,9,25
80155,25,20
60559,1,1
30853,26,26
14851,4,4
64678,20,3
933,2,4
97256,12,7
30650,26,23
34059,4,4
81351,4,9
14043,8,1
72837,5,9
92683,29,7
17250,25,7
114319,20,20
56706,4,4
88300,1,1
33989,4,4
13848,4,4
57107,26,3
117073,4,4
16345,26,2
22095,1,5
85450,27,5
68077,25,25
75744,4,4
92117,28,28
105069,13,4
8322,2,26
37835,3,4
33119,1,1
63885,0,1
46810,0,0
43564,4,4
33907,4,4
103093,1,1
92474,25,25
75021,4,4
58962,11,11
73864,6,6
48076,1,1
87441,25,9
45571,4,4
42097,28,4
58402,15,4
16207,6,1
19681,1,10
15885,11,11
110122,25,20
76499,25,11
45502,26,4
94158,22,22
25047,8,1
79836,4,4
59212,26,4
15519,8,8
86255,1,6
54035,6,4
113285,29,25
26743,7,7
82934,5,11
17501,4,4
75799,4,4
6267,4,4
16081,4,4
42507,20,4
21970,4,4
44283,23,23
64596,25,25
39997,6,6
15124,4,4
70661,13,6
199,4,4
10930,1,1
99505,0,6
16320,6,6
13258,7,5
47269,0,0
103048,0,0
28891,8,8
94320,6,1
5716,4,4
63322,4,4
98729,30,4
51709,27,28
1224,1,1
77725,1,1
93788,25,7
94427,1,8
115120,13,13
68090,9,9
89511,1,6
119460,1,1
52424,4,6
62428,23,3
118744,1,1
21827,2,4
99912,3,5
15104,4,4
62951,12,12
64012,9,1
55080,11,11
8318,1,1
67319,4,4
108163,11,4
93157,1,1
96592,20,1
30370,4,6
1871,4,4
83927,1,1
20298,2,26
121610,25,11
102964,4,4
3071,4,4
4517,4,4
111075,1,22
116222,17,4
40395,12,9
61302,1,1
49095,4,15
54663,1,1
47212,25,25
96957,9,9
21250,17,10
52220,4,4
102427,9,7
11680,10,26
108565,18,28
24617,4,4
2528,1,1
111253,25,5
65685,1,1
115712,9,9
69207,1,1
34631,11,22
60988,3,3
28516,26,26
27411,4,4
85213,11,25
75288,1,1
19304,4,4
62215,11,4
39152,26,26
44991,4,4
105567,27,25
98978,22,22
27346,6,6
117807,29,4
80858,16,7
83398,4,4
100479,1,1
16083,1,1
3529,4,13
60003,8,8
71747,6,7
27858,4,4
67241,13,28
53082,4,4
86937,20,6
19833,4,4
2359,1,1
85822,21,7
108046,4,28
25635,2,4
70613,0,0
33810,8,1
74545,20,20
81435,4,4
120893,4,9
21611,2,28
29758,8,1
62542,27,3
5120,1,1
97363,20,7
12502,8,1
77287,25,25
28367,7,1
24522,4,4
49807,21,1
100294,7,15
96530,6,6
11417,4,10
87949,7,3
2230,4,4
101540,4,4
59651,13,13
81453,13,13
37076,26,26
62009,27,13
38668,4,4
27847,13,3
75915,4,4
45090,4,4
76895,19,10
75895,10,10
43295,20,3
111638,25,25
11608,13,4
123549,0,0
121557,13,13
59203,25,25
9408,1,1
48074,4,4
12772,20,27
121070,7,11
29901,4,15
12608,4,4
94401,28,26
6821,4,25
61141,6,6
5035,4,4
56496,1,1
44336,8,8
11186,18,4
104318,4,4
81717,8,13
31794,21,4
106316,28,2
98969,25,7
35977,4,4
22281,2,26
18503,4,4
102850,3,20
21590,4,4
4301,13,13
2678,4,4
10506,4,4
123500,6,1
19291,4,4
118678,30,9
123144,29,25
23766,8,16
62663,17,7
95948,11,11
90976,1,8
122985,4,4
40207,20,20
67280,4,4
94847,25,25
65739,4,4
79387,4,1
63773,26,4
123534,25,25
38279,4,4
18222,4,9
99119,28,26
39674,4,4
48873,1,1
53038,4,4
2702,10,10
47973,4,4
21568,2,4
98074,16,25
5712,1,5
96845,1,1
36938,4,4
89771,18,1
81739,8,1
10650,4,4
79344,15,15
49189,4,4
47094,6,6
63951,4,4
101317,22,22
104893,7,25
62138,6,6
11648,1,9
53630,10,4
13480,7,1
102642,29,25
87800,4,6
10530,17,1
59248,4,4
35955,4,4
20472,4,3
25267,4,4
97607,23,5
108633,15,15
91638,3,1
11673,9,30
16185,9,6
19306,4,13
41029,1,1
102245,10,4
48869,29,20
107176,10,4
105239,25,7
26869,4,4
26733,20,24
85020,1,4
110257,7,7
104439,4,25
48251,25,25
6124,11,11
71346,20,20
105016,7,24
116434,22,7
25155,15,3
9494,0,25
89757,20,25
55936,27,9
115804,27,4
16765,4,4
122079,13,13
33104,26,4
116413,10,10
30760,0,26
111315,12,25
35806,15,4
94920,20,20
77307,10,10
103918,11,11
94128,29,25
70673,1,0
100913,4,4
39912,27,3
81821,0,4
65693,4,4
109323,25,3
102998,27,7
28720,12,7
25928,9,10
81687,5,5
73841,4,4
104543,23,4
22023,5,4
18886,20,7
91966,15,9
9030,8,1
100316,24,24
116134,22,1
98083,11,11
50983,26,26
111214,3,25
4072,8,8
83932,4,14
17317,1,1
58019,4,8
9135,4,4
10579,4,4
116801,23,4
53589,1,1
38846,1,1
48357,4,13
32285,7,25
998,5,4
36231,4,4
108516,28,28
64391,4,4
60569,20,25
31352,4,4
47263,4,4
100580,1,1
58961,6,6
25042,25,11
11236,14,4
102135,28,28
49137,9,9
885,1,1
117061,5,5
94349,3,4
72677,12,10
113828,4,26
20334,8,1
104217,4,4
100920,25,25
123649,11,25
79416,8,1
5086,1,1
72135,1,8
82034,6,1
34476,8,13
25846,4,4
46034,22,1
103218,18,3
1679,4,4
55670,18,4
49032,4,15
97491,11,11
105201,1,1
46226,0,20
87865,15,20
71590,23,3
69633,4,4
22196,9,25
31685,4,4
3421,4,4
26701,13,4
31524,7,7
31931,7,4
3593,1,1
107916,4,4
17732,4,4
113663,18,25
41630,26,26
55327,5,9
49559,30,4
19658,1,7
95309,1,25
84317,22,1
62193,10,10
64933,25,25
32253,9,9
92977,29,25
88737,7,1
63555,4,4
6592,13,4
41896,15,9
27863,4,4
81073,20,20
38234,4,4
103894,25,25
119353,1,22
65359,25,5
81464,19,7
99921,9,7
70421,4,4
61956,4,4
108097,30,20
1638,4,1
60450,10,10
115330,24,13
29936,25,25
67365,10,11
47748,1,1
7544,6,4
110836,22,8
120167,1,1
63585,26,4
85413,10,1
19261,25,28
62659,26,28
8069,17,1
79043,4,4
51585,10,10
69376,14,1
86473,1,1
97100,4,25
98175,12,5
26789,13,13
36915,20,20
5710,6,1
18194,2,4
116023,4,4
5118,4,4
59318,13,13
106093,29,11
117627,29,25
124521,16,11
82520,21,1
95227,20,30
8719,25,25
84036,1,8
1402,1,1
50843,1,1
25098,4,7
85319,10,10
4316,4,4
87497,22,7
67210,1,1
100684,20,25
97147,30,1
87179,10,10
19792,4,4
70973,1,1
54272,23,23
61543,4,4
108665,3,7
21410,4,4
49162,4,4
42728,4,4
59438,26,26
10279,9,22
96271,4,26
71313,1,1
74706,26,13
15146,4,4
95722,10,10
96708,1,1
25141,4,4
114127,20,20
4221,4,4
105661,13,5
57777,4,10
108470,3,23
119249,11,4
2706,0,1
32283,1,1
59265,20,20
95508,11,25
8288,4,4
97821,25,25
49694,4,4
59681,10,5
123180,23,20
35578,4,4
89073,7,10
79276,17,1
40810,4,4
24370,9,9
46641,24,24
37342,17,4
106858,4,4
55623,6,23
89668,4,11
18644,4,4
69713,22,1
73619,1,4
75037,1,1
56564,10,10
83963,4,4
66144,4,4
107710,22,22
16115,1,1
108445,11,4
112794,20,20
53701,4,4
95311,29,24
23273,4,4
120715,11,4
109170,3,25
85410,22,1
32075,25,25
46640,10,1
52559,26,26
122103,20,20
90434,25,1
11000,2,26
109680,16,8
123285,3,4
99212,22,22
40501,1,1
26764,20,20
67077,11,4
102971,16,1
61512,11,7
44432,4,11
1231,3,9
50885,10,1
114358,27,0
104845,1,6
123348,22,7
13364,11,11
74456,12,11
51937,8,13
81698,0,4
20894,24,4
1566,0,4
65705,4,1
58368,11,11
28303,7,4
97839,4,4
122466,22,1
102482,30,1
7654,2,26
40052,4,4
20395,4,4
110289,30,20
95222,4,4
12376,9,9
109844,23,4
60707,1,1
53659,26,26
110602,25,6
1221,4,4
73904,17,5
96254,1,6
38387,25,25
54464,4,4
22751,4,2
6016,4,4
45274,4,1
119943,29,20
54363,9,9
109576,8,8
49773,1,1
30587,4,4
62517,15,4
48189,8,4
40672,15,4
116359,0,0
53985,9,9
103234,3,23
80567,10,1
16794,1,1
54810,11,11
8246,4,4
5072,10,4
80782,8,8
111510,3,26
35290,9,1
98879,8,7
92524,19,4
43194,9,9
97822,22,24
116004,4,4
7726,8,8
117737,25,20
4367,7,15
20962,13,13
52895,8,4
71953,8,25
99139,7,4
105345,0,1
1059,4,4
82815,28,28
95956,28,26
19981,20,20
103858,0,0
58351,4,4
98727,15,9
26555,1,1
30096,4,4
103087,8,1
52809,24,24
15602,13,8
10997,4,4
27918,21,4
65080,1,1
15486,24,24
91127,22,7
67717,4,1
86712,11,8
91462,7,1
64336,1,1
58468,9,9
107549,4,4
37899,26,4
61694,1,1
78195,5,5
46173,4,4
93423,28,4
70872,6,25
114260,4,4
116140,28,4
32377,26,4
104404,25,1
81949,4,1
11746,24,4
117506,25,25
40569,1,1
26099,4,4
7953,5,10
73507,12,11
35729,13,4
34736,26,4
32871,23,23
90801,11,8
16409,4,4
121708,4,28
107409,10,1
114760,11,11
102741,4,25
6884,4,4
11951,7,7
77851,4,4
51729,4,4
54707,9,1
113991,23,5
2609,10,10
24481,9,9
70419,25,20
111627,28,4
26034,26,3
123677,25,25
24207,21,4
59477,4,4
8557,4,4
82188,4,4
27614,5,5
30863,26,26
78510,26,26
78358,4,4
31494,4,4
44300,13,13
69045,25,11
97962,30,1
118181,4,4
7693,25,25
118610,1,1
86409,11,4
104860,29,22
24801,4,4
47171,12,12
69789,4,4
97184,22,8
90442,3,25
11337,4,4
70025,4,4
38047,4,4
108248,0,0
101866,4,13
93813,4,4
9350,2,4
13256,25,25
37325,4,4
18685,13,13
124810,28,4
40766,26,7
11650,0,1
788,2,26
30861,26,7
71145,25,25
91744,20,20
113582,23,4
116754,24,24
31978,6,11
59335,26,2
47476,13,4
59096,25,25
118967,23,4
94195,16,1
73683,13,13
93537,7,6
39960,4,4
20285,1,1
27434,1,1
116751,12,12
43602,4,4
30452,23,23
6465,4,4
34538,22,1
95207,10,9
85526,4,3
85369,5,27
61975,5,5
20585,13,4
50831,4,4
112944,15,15
41587,1,20
94069,25,7
14170,1,1
35250,24,24
31380,17,9
964,4,4
59122,1,1
31963,22,22
123995,23,28
114613,4,4
82147,26,26
121255,9,9
45551,4,4
88402,5,5
60769,4,4
46242,8,8
104111,1,8
4315,7,7
22984,22,8
93343,4,26
91666,25,3
60902,4,13
2945,13,4
33951,4,4
88323,1,1
101789,25,25
16481,6,9
35217,4,4
13094,20,1
7116,9,9
115860,8,24
758,13,4
14406,4,4
123843,30,25
36793,4,4
96788,8,8
99258,30,25
37466,13,1
42364,4,4
102083,16,4
19863,1,1
19294,4,4
10766,4,4
114802,9,9
92841,28,4
109446,4,4
43276,12,12
5510,4,4
115385,20,20
78742,1,1
31666,26,26
39955,4,11
62510,4,4
36316,26,26
79542,6,1
52751,24,24
23232,1,1
85453,19,4
35498,4,4
15035,2,26
7858,6,1
57758,6,1
91914,19,3
56489,25,10
112826,28,4
16129,25,0
11499,1,1
46773,11,4
3607,4,4
5531,7,10
68887,18,25
85861,30,7
57431,1,1
18473,4,7
27693,26,26
91442,5,24
21835,7,7
88310,4,4
22563,2,7
38711,5,4
39172,21,3
100925,1,1
70438,0,0
120821,22,1
5157,2,26
46946,21,30
86200,19,3
112318,23,11
44301,25,4
16910,2,3
73468,0,4
18215,4,4
111338,25,8
45796,14,8
68581,5,25
5537,7,13
23962,4,4
107651,12,7
69888,23,11
86085,1,1
115081,19,7
73090,4,4
58619,27,20
70962,26,11
19257,4,4
13928,12,24
81396,14,11
10164,6,6
42081,4,4
75286,4,4
63762,26,4
17108,2,26
4217,7,4
51101,21,4
22271,16,25
9427,4,4
57791,9,9
22950,25,25
80649,25,25
69565,1,9
116803,18,3
91738,13,7
67516,4,4
60080,4,13
119085,13,8
11820,18,4
58349,11,10
62791,27,24
51956,15,4
96522,1,1
98591,28,7
124835,29,20
78800,1,1
94012,23,25
56431,13,13
101511,3,7
30125,0,0
90883,9,4
72989,24,24
116126,8,25
25108,1,1
100320,1,1
118933,1,5
61294,8,11
73486,9,9
75635,12,12
63358,0,4
2514,5,1
87909,4,7
68717,27,0
2671,4,13
64740,22,22
20597,6,6
68912,7,7
29515,23,2
5058,2,4
16546,13,1
122447,24,24
29827,4,4
68294,12,24
50679,1,1
64787,4,4
14463,9,7
52985,4,4
75796,0,0
93727,4,4
116639,25,24
79716,19,15
27910,4,4
81581,8,4
695,2,4
4449,1,1
41066,26,4
124987,13,1
61838,4,4
37348,26,4
106695,12,3
9626,4,4
12633,1,1
71256,22,22
33438,9,4
38772,20,1
74074,26,26
84552,4,4
54050,19,9
11084,6,6
48138,4,4
100084,1,1
48209,1,1
93942,15,15
13970,20,20
41350,0,0
19761,1,4
110272,30,30
26120,15,0
97483,1,1
16382,25,25
114973,12,8
102930,29,11
29180,4,4
66303,20,20
1575,2,2
58057,1,1
45921,7,7
72842,4,3
67523,14,8
10105,2,4
54037,4,4
114016,4,11
34071,7,4
89002,4,4
113615,25,8
7144,0,0
53032,20,20
20942,1,6
7362,6,6
117612,4,4
71525,4,4
31984,9,7
77276,4,4
74611,10,10
84674,1,11
110788,12,5
63542,8,8
87984,30,9
14521,6,1
30998,11,14
912,4,4
104395,3,20
113672,13,17
41064,25,1
94596,12,8
42432,4,4
112954,12,7
32445,4,4
79011,25,25
60744,9,9
3547,4,4
46140,1,25
4524,1,6
10907,17,15
38566,25,25
113677,11,25
23122,4,4
3251,1,1
15514,9,9
19711,4,4
99392,16,25
120216,28,2
43840,21,10
83635,1,9
38965,1,1
12580,4,28
87061,4,9
38081,1,1
82463,25,25
70928,26,23
39256,27,1
91078,3,7
47869,4,4
28866,4,4
120204,29,25
92499,28,4
79242,6,1
64944,4,8
44647,8,1
13567,8,1
71283,20,1
119427,5,7
116436,4,4
108970,9,9
107782,11,4
99378,11,5
80310,0,27
24010,4,4
86748,25,25
33045,11,4
78073,1,1
1182,4,3
36921,1,1
2982,11,4
1169,5,1
56345,4,3
10088,4,4
69047,6,6
84888,6,25
57827,4,4
41468,29,20
102632,3,10
39183,1,1
35555,26,4
46374,20,4
72697,6,6
63855,21,1
90131,1,1
10850,4,4
106556,15,15
35156,7,7
39641,12,7
8021,15,11
112623,25,23
90309,29,7
72333,3,9
31187,24,24
4741,1,1
82714,4,13
80129,10,10
119221,20,20
67511,4,4
10540,15,15
114146,20,20
107387,25,25
107004,8,10
70807,1,1
45764,1,4
76468,16,25
45604,4,4
40866,4,4
39045,24,24
3882,8,8
83013,7,20
7556,0,4
118465,12,8
89516,10,1
82492,15,4
94899,28,26
14503,23,4
94716,7,7
89952,20,3
71567,15,4
64130,4,4
30023,4,4
109747,25,25
48163,8,5
50484,4,4
68611,5,4
102432,20,20
65504,0,4
90278,19,0
119945,16,25
62900,22,22
37735,4,4
6455,7,13
62506,14,11
53770,12,3
22583,4,4
70927,26,26
3892,3,23
26456,21,3
108672,12,7
22933,1,1
42660,4,4
74296,5,0
79348,7,15
65067,27,4
1788,7,7
64455,25,9
115934,3,28
1162,6,3
105238,25,25
36464,4,24
84572,1,1
67574,17,4
58276,0,4
60900,4,4
84864,4,4
124873,11,24
64445,25,24
55451,17,4
18142,20,20
104316,12,12
91565,20,5
118575,25,7
9568,8,1
49493,1,4
5343,3,28
3791,1,1
75617,20,20
30318,22,11
90904,16,1
80494,25,25
120018,17,7
1122,1,1
26777,9,9
105562,29,7
487,2,2
115289,7,24
59582,1,1
39617,7,7
29771,4,2
116723,28,4
16393,4,9
96878,1,1
67415,4,4
26112,4,4
83320,22,22
102037,11,25
84251,4,4
50642,10,10
31038,6,6
56201,21,7
14736,7,4
42046,26,4
7626,1,1
40746,4,4
6683,4,4
90808,18,7
74003,4,26
35651,26,26
78878,4,4
91761,19,3
31620,4,4
93606,7,6
88053,3,25
112559,3,3
86579,0,5
79976,4,8
70107,6,1
114927,7,1
22087,23,25
120641,25,25
100816,11,11
122392,6,1
88208,8,25
25074,9,9
99558,29,20
105524,23,8
12670,4,4
39614,15,20
57798,21,1
27861,4,13
91099,0,0
100415,30,3
36898,26,4
22762,4,4
13030,1,1
94575,28,28
42545,4,4
92684,25,25
34445,4,4
73343,7,30
63339,6,1
59256,4,4
4688,1,1
118053,5,1
122058,20,0
67075,4,4
3785,4,4
28877,9,9
80497,27,8
98626,10,1
77012,8,1
90026,28,26
30834,1,1
52026,11,11
81420,13,13
24856,2,10
83027,13,11
67747,4,4
21368,25,25
12886,8,1
101117,1,1
118983,10,10
72880,9,9
38612,8,25
33650,26,4
27869,6,4
56043,9,9
98305,11,11
92392,4,4
124553,4,15
26103,4,4
101871,1,1
92719,10,9
14136,7,4
83659,9,1
30250,4,4
56122,9,9
56180,4,4
1372,3,4
29026,26,26
15818,2,26
47104,4,4
109253,16,25
8690,13,13
84136,8,4
89620,15,4
100745,23,4
77841,29,20
99191,8,7
31228,4,4
17713,9,1
78276,1,1
105376,8,11
64647,3,7
48851,10,10
101693,11,7
71578,1,1
83738,1,1
16757,14,7
58562,4,25
118774,4,4
79153,16,25
99247,8,1
32563,4,4
65802,4,4
87435,23,4
32710,4,8
30511,4,4
22602,4,3
8865,13,13
54997,0,5
3908,4,4
51383,22,1
93630,4,4
102909,25,25
21738,4,4
115270,16,16
35293,5,13
108242,1,2
55712,15,15
74731,26,4
8169,2,26
57084,0,0
96808,28,4
101919,9,9
86152,21,24
60761,0,26
97524,4,4
108952,4,4
1895,1,1
66878,4,4
28574,26,4
28143,4,4
1060,8,1
12111,5,5
21154,17,1
83357,4,4
99311,15,3
96850,3,7
27666,26,4
68554,12,23
112248,25,25
82769,22,9
6382,17,20
90336,29,27
113561,19,4
29406,26,3
58740,12,12
88262,3,4
9611,1,1
59601,4,4
94998,1,0
115522,7,25
803,4,4
87394,18,3
88050,15,15
16930,4,4
91023,3,23
48307,0,1
66195,20,27
102753,25,4
47528,9,9
25984,4,3
13520,1,1
105683,1,1
65253,4,4
34420,1,8
88272,4,4
19690,4,4
32183,9,9
14752,4,4
95520,29,29
105021,19,7
13864,6,1
122694,7,7
23176,14,11
56443,27,1
122120,7,7
123726,4,4
82544,0,0
71811,0,4
69143,26,26
106396,18,25
92620,1,1
60468,8,4
65502,4,4
100345,11,11
36570,1,4
42087,1,1
54209,4,4
26077,7,20
2737,9,9
59061,4,4
41793,4,8
42034,4,4
110717,22,7
76476,7,7
90208,4,4
39292,20,25
51914,26,26
76690,6,6
124114,30,6
31413,25,4
18176,2,4
67829,22,1
3172,1,1
57689,5,25
32257,4,4
61430,16,25
48460,25,25
118220,5,13
43498,4,4
6498,2,4
84395,17,1
110962,19,7
79617,4,4
20423,4,3
36906,9,9
108247,28,28
20899,4,4
40906,4,4
65716,4,4
124177,25,7
95966,28,4
115172,1,8
100847,9,25
120150,1,9
1731,4,13
65130,4,4
96200,1,1
25621,11,4
112173,1,30
102047,10,1
109671,28,26
57756,1,1
2330,4,8
80837,26,26
106595,3,11
120986,25,20
53511,10,10
118339,1,1
95106,29,20
6301,8,8
31243,20,3
70907,4,4
70733,21,4
48683,6,6
14109,1,1
89163,24,24
109313,11,28
29109,23,4
88227,20,20
63311,4,4
47453,4,4
110498,20,5
22509,10,5
103884,1,1
119594,22,22
19452,4,4
11604,1,1
101241,3,1
80043,11,11
68296,10,10
86527,4,4
17134,9,4
52061,4,10
87524,27,20
22493,4,4
51808,6,4
109646,30,4
66528,6,6
82113,21,1
107388,25,25
27839,27,5
109179,7,20
19074,1,1
20876,1,30
28521,26,4
121090,30,25
33656,4,4
95501,30,1
40981,21,20
675,2,4
117320,4,4
17033,4,4
92531,20,1
86039,15,15
65740,6,1
116315,22,22
93671,10,4
115638,11,4
97399,25,20
83980,0,0
62097,19,13
10189,4,15
80693,0,0
119299,1,7
88443,16,7
36323,4,4
75158,6,4
20237,13,13
52247,4,4
85564,10,10
103054,3,4
63117,14,25
13020,4,7
36792,1,1
60290,25,25
120958,25,25
17840,6,20
51710,4,4
11625,7,1
116345,1,1
27857,4,13
6946,13,10
118450,1,1
41177,23,4
7995,4,4
10645,4,9
115772,0,4
63463,7,7
47261,1,1
39455,4,4
98400,20,25
120091,30,20
91214,28,3
94906,30,10
28542,11,25
116688,0,9
56803,4,15
30282,4,3
52402,6,4
54723,9,9
122685,8,22
115020,7,22
76335,4,4
40515,4,1
34390,4,4
40867,26,26
21362,24,5
107737,4,11
33497,1,8
71470,13,1
54405,1,1
29507,26,6
83865,11,4
43081,4,4
113187,27,9
23605,2,26
117678,23,0
46771,22,22
6904,0,0
1873,1,1
84910,4,4
58519,8,4
55365,8,4
57998,10,4
39505,1,1
14644,1,1
67336,7,7
4785,10,10
87395,4,4
19204,1,1
6838,5,5
65002,4,4
28912,18,15
124448,1,14
52530,13,4
36010,4,4
115087,25,25
88395,25,25
48476,4,4
97830,12,25
