,true_category,predicted_category
109871,4,4
12913,2,2
42787,10,10
23228,4,4
108334,1,1
5992,9,9
101194,4,4
69120,4,4
22249,16,23
94871,9,4
79643,1,1
118930,28,28
74239,5,5
96657,25,25
43792,4,4
91892,30,30
45479,8,20
48568,4,4
76671,1,1
54724,1,1
106248,4,4
38460,22,11
24868,1,1
25166,7,7
95215,17,17
47621,7,7
75337,0,0
60983,4,4
16311,9,9
32181,12,12
406,1,1
95874,8,8
86670,4,11
96077,19,19
73099,19,19
75329,4,4
14259,4,4
17707,4,4
39094,1,1
47039,17,17
98822,7,7
124578,10,10
71685,9,9
33558,1,1
88734,10,10
83912,15,15
106197,1,1
34223,25,4
68280,9,9
77715,0,0
58493,4,4
29787,5,5
45454,8,4
28762,9,9
96970,16,16
99018,3,3
43260,14,14
93181,9,9
84993,1,4
77945,10,10
12769,4,4
79527,4,4
53284,4,4
11574,8,8
52516,23,23
84313,1,1
19277,1,1
49571,8,4
22155,4,4
81433,25,25
70817,25,25
107554,28,28
45222,1,4
29156,4,4
91433,10,10
99834,1,1
72890,4,4
3150,9,9
46499,1,1
51254,10,10
2318,2,2
28221,4,4
50002,5,5
1278,0,0
116679,1,1
3545,4,4
97411,23,23
48178,7,7
80023,5,5
58149,28,28
15284,4,4
57983,10,10
64039,20,20
105212,30,30
90003,25,25
93350,12,12
30019,4,4
5324,4,4
34109,6,6
38361,17,17
108340,25,25
48749,25,25
37341,4,4
3611,4,4
61123,26,26
14856,4,1
59741,4,4
46651,4,8
114789,25,25
5273,4,4
102878,28,26
71025,1,1
77091,11,11
118895,23,23
42869,1,1
1389,2,2
12722,4,4
95103,1,1
39259,15,4
74015,1,1
106550,22,22
78476,25,25
123520,3,3
5882,1,1
35412,4,4
6692,1,1
61479,4,4
97314,6,6
30948,4,4
37799,4,4
4549,1,1
102344,25,25
29710,4,4
35910,7,7
23026,9,4
18294,4,4
56863,6,6
93253,28,28
121898,11,25
71498,0,0
107276,23,23
59255,4,4
78362,9,9
100578,10,10
103385,20,20
107123,28,28
9084,4,4
117145,1,1
96526,9,9
103940,23,23
43684,10,10
4733,6,6
9763,4,4
96715,7,1
9732,9,9
124769,28,28
3502,3,3
120228,11,11
111714,4,4
118987,23,12
30095,4,4
74562,24,24
609,3,3
58833,18,18
84937,0,0
12826,1,1
43928,25,25
120705,4,4
94531,10,10
37050,1,1
82957,4,4
4593,6,6
65479,4,4
25855,4,4
74572,1,1
14536,17,17
75381,29,29
97795,3,3
88563,22,22
26040,4,4
43523,4,4
22961,9,9
10012,13,13
79327,0,0
102861,11,11
39870,4,4
109569,10,10
42003,4,4
5038,10,10
29034,26,26
109593,23,23
30547,20,20
37366,4,4
86834,20,20
46262,21,21
75217,8,8
72484,4,4
85173,12,12
66740,4,4
58427,5,5
40637,15,15
87259,4,4
71373,8,8
15918,24,24
87377,11,25
3452,5,5
46325,0,0
98741,30,30
33467,22,22
21782,4,4
88238,1,1
16572,9,9
72772,4,4
119158,4,4
13240,1,1
114562,25,25
36099,4,4
35145,22,22
85137,23,23
79092,5,5
111270,23,23
88988,29,29
14246,2,2
59170,24,24
51157,26,26
64433,5,5
40117,13,13
67429,4,4
72061,4,4
18590,7,7
37774,1,1
71418,0,0
3731,1,1
50020,1,1
106369,22,22
98158,12,12
67387,8,8
59621,6,6
53547,4,4
11239,3,7
124707,30,30
114062,1,1
6894,4,4
51856,8,1
63901,1,1
89382,25,25
119421,23,23
44734,4,4
72206,9,9
94356,25,4
15495,17,4
57710,10,10
2563,4,4
19736,4,18
33471,13,4
33187,26,26
55473,4,4
119090,30,30
31168,6,1
43852,20,20
17163,1,1
100754,25,25
353,1,1
94820,0,0
71321,1,1
16957,1,1
89066,1,1
49478,4,4
19577,18,18
85363,4,4
106161,18,18
106217,4,4
25810,11,11
96723,19,19
80694,4,4
100526,4,4
122759,6,6
115403,7,7
78865,14,14
120687,0,0
15249,1,1
10889,4,4
48956,22,22
4812,2,2
8626,0,0
89629,11,11
45273,4,4
86237,24,24
111134,8,8
42324,4,4
10403,11,11
6324,5,5
74414,5,5
79977,3,3
26118,0,0
82631,8,8
87811,8,25
60478,6,6
110531,4,4
34460,22,22
113320,0,0
32849,1,1
90186,10,10
111470,22,22
102373,25,25
15256,3,3
3283,2,26
94551,7,1
71351,20,20
80300,1,4
116640,9,9
47120,5,5
37072,26,26
62132,14,14
10034,4,4
71556,1,1
2119,1,4
19375,6,4
118449,25,25
34156,5,5
78667,4,4
9532,9,9
20690,2,2
45458,1,1
68018,28,28
96714,7,1
9911,0,0
92236,24,24
101213,20,20
116778,27,27
44381,1,1
17646,20,20
37498,4,4
53614,1,1
97916,1,1
26487,4,4
69414,4,25
78180,10,10
106626,25,25
7573,7,7
71673,4,4
32011,1,1
112497,24,24
72094,1,1
100405,5,5
61126,26,26
117591,23,23
117329,16,16
56504,26,26
10823,4,4
37617,1,1
25026,4,4
71867,7,7
16474,4,4
30633,9,9
32538,20,24
60578,20,20
84524,10,10
45136,26,26
91235,9,9
81175,5,5
119296,12,12
44292,9,9
83765,0,0
55693,1,1
32057,26,26
34040,26,26
120916,3,3
50667,24,24
90311,16,8
109704,22,22
75559,4,4
5821,4,4
106737,20,20
82603,1,1
5753,1,1
78528,4,4
15557,4,4
111520,11,11
55062,20,20
80791,27,27
50152,20,20
1406,4,4
62274,4,4
21217,4,4
28679,21,21
55135,5,5
68935,4,4
2417,4,4
54828,4,4
83207,1,1
117798,4,4
66427,27,27
88482,10,10
112097,16,16
66716,10,10
59403,4,4
56983,1,1
48751,10,4
5937,4,4
91592,4,4
115964,23,23
13099,9,9
80155,25,25
60559,1,1
30853,26,26
14851,4,4
64678,20,20
933,2,4
97256,12,12
30650,26,26
34059,4,4
81351,4,9
14043,8,8
72837,5,5
92683,29,29
17250,25,4
114319,20,20
56706,4,4
88300,1,1
33989,4,4
13848,4,4
57107,26,26
117073,4,4
16345,26,26
22095,1,1
85450,27,27
68077,25,25
75744,4,4
92117,28,28
105069,13,13
8322,2,4
37835,3,4
33119,1,1
63885,0,0
46810,0,0
43564,4,4
33907,4,4
103093,1,1
92474,25,25
75021,4,4
58962,11,11
73864,6,6
48076,1,1
87441,25,25
45571,4,4
42097,28,28
58402,15,4
16207,6,6
19681,1,1
15885,11,11
110122,25,25
76499,25,25
45502,26,26
94158,22,22
25047,8,1
79836,4,4
59212,26,26
15519,8,8
86255,1,1
54035,6,4
113285,29,29
26743,7,7
82934,5,5
17501,4,4
75799,4,4
6267,4,4
16081,4,4
42507,20,20
21970,4,4
44283,23,23
64596,25,25
39997,6,6
15124,4,4
70661,13,13
199,4,4
10930,1,1
99505,0,0
16320,6,6
13258,7,7
47269,0,0
103048,0,0
28891,8,8
94320,6,6
5716,4,4
63322,4,4
98729,30,30
51709,27,27
1224,1,1
77725,1,1
93788,25,25
94427,1,1
115120,13,13
68090,9,9
89511,1,1
119460,1,1
52424,4,4
62428,23,23
118744,1,1
21827,2,2
99912,3,3
15104,4,4
62951,12,12
64012,9,9
55080,11,11
8318,1,1
67319,4,4
108163,11,11
93157,1,1
96592,20,20
30370,4,4
1871,4,4
83927,1,1
20298,2,2
121610,25,25
102964,4,4
3071,4,4
4517,4,4
111075,1,1
116222,17,17
40395,12,12
61302,1,1
49095,4,4
54663,1,1
47212,25,25
96957,9,9
21250,17,17
52220,4,4
102427,9,17
11680,10,10
108565,18,18
24617,4,4
2528,1,1
111253,25,25
65685,1,1
115712,9,9
69207,1,1
34631,11,11
60988,3,3
28516,26,26
27411,4,4
85213,11,14
75288,1,1
19304,4,4
62215,11,11
39152,26,26
44991,4,4
105567,27,27
98978,22,22
27346,6,6
117807,29,29
80858,16,16
83398,4,4
100479,1,1
16083,1,1
3529,4,13
60003,8,8
71747,6,6
27858,4,4
67241,13,13
53082,4,4
86937,20,6
19833,4,4
2359,1,1
85822,21,21
108046,4,4
25635,2,2
70613,0,0
33810,8,1
74545,20,20
81435,4,4
120893,4,4
21611,2,2
29758,8,8
62542,27,27
5120,1,1
97363,20,20
12502,8,8
77287,25,25
28367,7,7
24522,4,4
49807,21,21
100294,7,7
96530,6,6
11417,4,4
87949,7,7
2230,4,4
101540,4,4
59651,13,4
81453,13,13
37076,26,26
62009,27,27
38668,4,4
27847,13,29
75915,4,4
45090,4,4
76895,19,19
75895,10,10
43295,20,20
111638,25,25
11608,13,4
123549,0,0
121557,13,13
59203,25,25
9408,1,1
48074,4,4
12772,20,20
121070,7,7
29901,4,15
12608,4,4
94401,28,28
6821,4,4
61141,6,6
5035,4,4
56496,1,1
44336,8,8
11186,18,18
104318,4,4
81717,8,4
31794,21,21
106316,28,28
98969,25,7
35977,4,4
22281,2,4
18503,4,4
102850,3,3
21590,4,4
4301,13,13
2678,4,4
10506,4,4
123500,6,1
19291,4,4
118678,30,30
123144,29,29
23766,8,8
62663,17,8
95948,11,11
90976,1,1
122985,4,4
40207,20,20
67280,4,4
94847,25,25
65739,4,4
79387,4,4
63773,26,26
123534,25,25
38279,4,4
18222,4,4
99119,28,28
39674,4,4
48873,1,1
53038,4,4
2702,10,10
47973,4,4
21568,2,4
98074,16,16
5712,1,1
96845,1,1
36938,4,4
89771,18,1
81739,8,1
10650,4,4
79344,15,15
49189,4,4
47094,6,6
63951,4,4
101317,22,22
104893,7,11
62138,6,6
11648,1,1
53630,10,6
13480,7,7
102642,29,29
87800,4,4
10530,17,17
59248,4,4
35955,4,4
20472,4,4
25267,4,4
97607,23,23
108633,15,15
91638,3,3
11673,9,9
16185,9,1
19306,4,4
41029,1,1
102245,10,10
48869,29,29
107176,10,10
105239,25,25
26869,4,4
26733,20,25
85020,1,4
110257,7,7
104439,4,4
48251,25,25
6124,11,11
71346,20,20
105016,7,24
116434,22,22
25155,15,15
9494,0,0
89757,20,20
55936,27,27
115804,27,27
16765,4,4
122079,13,13
33104,26,26
116413,10,10
30760,0,0
111315,12,25
35806,15,4
94920,20,20
77307,10,10
103918,11,11
94128,29,29
70673,1,0
100913,4,4
39912,27,27
81821,0,0
65693,4,4
109323,25,25
102998,27,27
28720,12,12
25928,9,9
81687,5,5
73841,4,4
104543,23,23
22023,5,5
18886,20,20
91966,15,15
9030,8,8
100316,24,24
116134,22,22
98083,11,11
50983,26,26
111214,3,3
4072,8,8
83932,4,4
17317,1,1
58019,4,4
9135,4,4
10579,4,4
116801,23,23
53589,1,1
38846,1,1
48357,4,4
32285,7,7
998,5,5
36231,4,4
108516,28,28
64391,4,4
60569,20,20
31352,4,4
47263,4,4
100580,1,1
58961,6,6
25042,25,11
11236,14,14
102135,28,28
49137,9,9
885,1,1
117061,5,5
94349,3,3
72677,12,12
113828,4,4
20334,8,8
104217,4,4
100920,25,25
123649,11,11
79416,8,8
5086,1,1
72135,1,1
82034,6,6
34476,8,8
25846,4,4
46034,22,22
103218,18,18
1679,4,4
55670,18,18
49032,4,4
97491,11,11
105201,1,1
46226,0,0
87865,15,15
71590,23,23
69633,4,4
22196,9,9
31685,4,4
3421,4,4
26701,13,13
31524,7,7
31931,7,4
3593,1,1
107916,4,4
17732,4,4
113663,18,18
41630,26,26
55327,5,5
49559,30,30
19658,1,1
95309,1,25
84317,22,22
62193,10,10
64933,25,25
32253,9,9
92977,29,25
88737,7,7
63555,4,4
6592,13,4
41896,15,15
27863,4,4
81073,20,20
38234,4,4
103894,25,25
119353,1,22
65359,25,25
81464,19,19
99921,9,9
70421,4,4
61956,4,4
108097,30,30
1638,4,1
60450,10,10
115330,24,24
29936,25,25
67365,10,11
47748,1,1
7544,6,6
110836,22,22
120167,1,1
63585,26,26
85413,10,10
19261,25,25
62659,26,26
8069,17,1
79043,4,4
51585,10,10
69376,14,14
86473,1,1
97100,4,4
98175,12,12
26789,13,13
36915,20,20
5710,6,6
18194,2,2
116023,4,4
5118,4,4
59318,13,13
106093,29,29
117627,29,29
124521,16,16
82520,21,21
95227,20,20
8719,25,25
84036,1,1
1402,1,1
50843,1,1
25098,4,13
85319,10,10
4316,4,4
87497,22,22
67210,1,1
100684,20,20
97147,30,30
87179,10,10
19792,4,4
70973,1,1
54272,23,23
61543,4,4
108665,3,3
21410,4,4
49162,4,4
42728,4,4
59438,26,26
10279,9,9
96271,4,4
71313,1,1
74706,26,26
15146,4,4
95722,10,10
96708,1,1
25141,4,4
114127,20,20
4221,4,4
105661,13,13
57777,4,4
108470,3,3
119249,11,4
2706,0,0
32283,1,1
59265,20,20
95508,11,25
8288,4,4
97821,25,25
49694,4,4
59681,10,10
123180,23,23
35578,4,4
89073,7,7
79276,17,17
40810,4,4
24370,9,9
46641,24,24
37342,17,4
106858,4,4
55623,6,6
89668,4,13
18644,4,4
69713,22,22
73619,1,4
75037,1,1
56564,10,10
83963,4,4
66144,4,4
107710,22,22
16115,1,1
108445,11,11
112794,20,20
53701,4,4
95311,29,29
23273,4,4
120715,11,11
109170,3,3
85410,22,22
32075,25,25
46640,10,10
52559,26,26
122103,20,7
90434,25,25
11000,2,2
109680,16,16
123285,3,4
99212,22,22
40501,1,1
26764,20,20
67077,11,11
102971,16,16
61512,11,11
44432,4,4
1231,3,3
50885,10,10
114358,27,27
104845,1,1
123348,22,22
13364,11,11
74456,12,12
51937,8,8
81698,0,0
20894,24,4
1566,0,0
65705,4,4
58368,11,11
28303,7,7
97839,4,4
122466,22,22
102482,30,30
7654,2,2
40052,4,4
20395,4,4
110289,30,30
95222,4,4
12376,9,9
109844,23,23
60707,1,1
53659,26,26
110602,25,25
1221,4,4
73904,17,17
96254,1,1
38387,25,25
54464,4,4
22751,4,2
6016,4,4
45274,4,4
119943,29,30
54363,9,9
109576,8,8
49773,1,1
30587,4,4
62517,15,15
48189,8,8
40672,15,15
116359,0,0
53985,9,9
103234,3,3
80567,10,10
16794,1,1
54810,11,11
8246,4,4
5072,10,10
80782,8,8
111510,3,3
35290,9,9
98879,8,8
92524,19,4
43194,9,9
97822,22,22
116004,4,4
7726,8,8
117737,25,25
4367,7,7
20962,13,13
52895,8,23
71953,8,8
99139,7,7
105345,0,0
1059,4,4
82815,28,28
95956,28,28
19981,20,20
103858,0,0
58351,4,4
98727,15,15
26555,1,1
30096,4,4
103087,8,8
52809,24,24
15602,13,4
10997,4,4
27918,21,21
65080,1,1
15486,24,24
91127,22,22
67717,4,4
86712,11,11
91462,7,7
64336,1,1
58468,9,4
107549,4,4
37899,26,26
61694,1,1
78195,5,5
46173,4,4
93423,28,28
70872,6,6
114260,4,4
116140,28,28
32377,26,26
104404,25,25
81949,4,4
11746,24,24
117506,25,25
40569,1,1
26099,4,4
7953,5,5
73507,12,12
35729,13,13
34736,26,4
32871,23,23
90801,11,11
16409,4,4
121708,4,4
107409,10,10
114760,11,11
102741,4,4
6884,4,4
11951,7,7
77851,4,4
51729,4,4
54707,9,9
113991,23,5
2609,10,10
24481,9,9
70419,25,25
111627,28,28
26034,26,26
123677,25,25
24207,21,21
59477,4,4
8557,4,4
82188,4,4
27614,5,5
30863,26,26
78510,26,26
78358,4,4
31494,4,4
44300,13,13
69045,25,25
97962,30,30
118181,4,4
7693,25,25
118610,1,1
86409,11,11
104860,29,22
24801,4,4
47171,12,12
69789,4,4
97184,22,22
90442,3,3
11337,4,4
70025,4,4
38047,4,4
108248,0,0
101866,4,4
93813,4,4
9350,2,4
13256,25,25
37325,4,4
18685,13,13
124810,28,4
40766,26,26
11650,0,0
788,2,2
30861,26,26
71145,25,25
91744,20,20
113582,23,23
116754,24,24
31978,6,4
59335,26,26
47476,13,4
59096,25,25
118967,23,23
94195,16,16
73683,13,13
93537,7,7
39960,4,4
20285,1,1
27434,1,1
116751,12,12
43602,4,4
30452,23,23
6465,4,4
34538,22,22
95207,10,9
85526,4,4
85369,5,5
61975,5,5
20585,13,4
50831,4,4
112944,15,15
41587,1,1
94069,25,25
14170,1,1
35250,24,24
31380,17,17
964,4,4
59122,1,1
31963,22,22
123995,23,23
114613,4,4
82147,26,26
121255,9,9
45551,4,4
88402,5,5
60769,4,4
46242,8,8
104111,1,1
4315,7,7
22984,22,22
93343,4,28
91666,25,25
60902,4,4
2945,13,13
33951,4,4
88323,1,1
101789,25,25
16481,6,6
35217,4,4
13094,20,20
7116,9,9
115860,8,8
758,13,4
14406,4,4
123843,30,30
36793,4,4
96788,8,8
99258,30,30
37466,13,13
42364,4,4
102083,16,16
19863,1,1
19294,4,4
10766,4,4
114802,9,9
92841,28,28
109446,4,4
43276,12,12
5510,4,4
115385,20,20
78742,1,1
31666,26,26
39955,4,4
62510,4,4
36316,26,26
79542,6,6
52751,24,24
23232,1,1
85453,19,4
35498,4,4
15035,2,2
7858,6,6
57758,6,6
91914,19,19
56489,25,4
112826,28,4
16129,25,25
11499,1,1
46773,11,11
3607,4,4
5531,7,7
68887,18,18
85861,30,30
57431,1,1
18473,4,4
27693,26,26
91442,5,5
21835,7,20
88310,4,4
22563,2,2
38711,5,4
39172,21,21
100925,1,1
70438,0,0
120821,22,22
5157,2,2
46946,21,21
86200,19,19
112318,23,23
44301,25,25
16910,2,2
73468,0,0
18215,4,4
111338,25,25
45796,14,14
68581,5,5
5537,7,7
23962,4,4
107651,12,12
69888,23,23
86085,1,1
115081,19,19
73090,4,4
58619,27,27
70962,26,26
19257,4,4
13928,12,12
81396,14,14
10164,6,6
42081,4,4
75286,4,4
63762,26,26
17108,2,2
4217,7,4
51101,21,21
22271,16,16
9427,4,4
57791,9,9
22950,25,25
80649,25,25
69565,1,0
116803,18,18
91738,13,13
67516,4,4
60080,4,4
119085,13,25
11820,18,4
58349,11,10
62791,27,27
51956,15,15
96522,1,1
98591,28,28
124835,29,29
78800,1,1
94012,23,23
56431,13,13
101511,3,3
30125,0,0
90883,9,4
72989,24,24
116126,8,25
25108,1,1
100320,1,1
118933,1,0
61294,8,8
73486,9,9
75635,12,12
63358,0,0
2514,5,5
87909,4,4
68717,27,27
2671,4,4
64740,22,22
20597,6,6
68912,7,7
29515,23,23
5058,2,4
16546,13,13
122447,24,24
29827,4,4
68294,12,12
50679,1,1
64787,4,4
14463,9,9
52985,4,4
75796,0,0
93727,4,4
116639,25,25
79716,19,19
27910,4,4
81581,8,8
695,2,2
4449,1,1
41066,26,26
124987,13,13
61838,4,4
37348,26,26
106695,12,12
9626,4,4
12633,1,1
71256,22,22
33438,9,9
38772,20,20
74074,26,26
84552,4,4
54050,19,19
11084,6,6
48138,4,4
100084,1,1
48209,1,1
93942,15,15
13970,20,20
41350,0,0
19761,1,4
110272,30,30
26120,15,15
97483,1,1
16382,25,25
114973,12,12
102930,29,11
29180,4,4
66303,20,20
1575,2,2
58057,1,1
45921,7,7
72842,4,4
67523,14,14
10105,2,4
54037,4,4
114016,4,11
34071,7,7
89002,4,4
113615,25,25
7144,0,0
53032,20,20
20942,1,1
7362,6,6
117612,4,4
71525,4,4
31984,9,9
77276,4,4
74611,10,10
84674,1,25
110788,12,12
63542,8,8
87984,30,30
14521,6,6
30998,11,11
912,4,4
104395,3,3
113672,13,13
41064,25,1
94596,12,12
42432,4,4
112954,12,12
32445,4,4
79011,25,25
60744,9,9
3547,4,4
46140,1,1
4524,1,1
10907,17,17
38566,25,25
113677,11,11
23122,4,4
3251,1,1
15514,9,9
19711,4,4
99392,16,16
120216,28,28
43840,21,21
83635,1,1
38965,1,1
12580,4,4
87061,4,4
38081,1,1
82463,25,25
70928,26,26
39256,27,27
91078,3,3
47869,4,4
28866,4,4
120204,29,25
92499,28,28
79242,6,6
64944,4,4
44647,8,8
13567,8,1
71283,20,20
119427,5,7
116436,4,4
108970,9,9
107782,11,4
99378,11,11
80310,0,0
24010,4,4
86748,25,25
33045,11,11
78073,1,1
1182,4,4
36921,1,1
2982,11,11
1169,5,5
56345,4,4
10088,4,4
69047,6,6
84888,6,6
57827,4,4
41468,29,29
102632,3,3
39183,1,1
35555,26,26
46374,20,20
72697,6,6
63855,21,21
90131,1,1
10850,4,4
106556,15,15
35156,7,7
39641,12,12
8021,15,15
112623,25,25
90309,29,29
72333,3,3
31187,24,24
4741,1,1
82714,4,4
80129,10,10
119221,20,20
67511,4,4
10540,15,15
114146,20,20
107387,25,25
107004,8,10
70807,1,1
45764,1,1
76468,16,16
45604,4,4
40866,4,4
39045,24,24
3882,8,8
83013,7,7
7556,0,0
118465,12,12
89516,10,10
82492,15,15
94899,28,28
14503,23,23
94716,7,7
89952,20,20
71567,15,25
64130,4,4
30023,4,4
109747,25,25
48163,8,8
50484,4,4
68611,5,5
102432,20,20
65504,0,0
90278,19,19
119945,16,16
62900,22,22
37735,4,4
6455,7,7
62506,14,14
53770,12,12
22583,4,4
70927,26,26
3892,3,3
26456,21,21
108672,12,12
22933,1,1
42660,4,4
74296,5,5
79348,7,7
65067,27,27
1788,7,7
64455,25,25
115934,3,3
1162,6,6
105238,25,25
36464,4,24
84572,1,1
67574,17,17
58276,0,0
60900,4,4
84864,4,4
124873,11,25
64445,25,25
55451,17,17
18142,20,20
104316,12,12
91565,20,20
118575,25,25
9568,8,1
49493,1,1
5343,3,3
3791,1,1
75617,20,20
30318,22,22
90904,16,16
80494,25,25
120018,17,17
1122,1,1
26777,9,9
105562,29,29
487,2,2
115289,7,7
59582,1,1
39617,7,7
29771,4,4
116723,28,28
16393,4,4
96878,1,1
67415,4,4
26112,4,4
83320,22,22
102037,11,11
84251,4,4
50642,10,10
31038,6,6
56201,21,21
14736,7,4
42046,26,26
7626,1,1
40746,4,4
6683,4,4
90808,18,18
74003,4,4
35651,26,26
78878,4,4
91761,19,19
31620,4,4
93606,7,4
88053,3,25
112559,3,3
86579,0,0
79976,4,4
70107,6,1
114927,7,7
22087,23,23
120641,25,25
100816,11,11
122392,6,6
88208,8,8
25074,9,9
99558,29,29
105524,23,23
12670,4,4
39614,15,15
57798,21,21
27861,4,4
91099,0,0
100415,30,30
36898,26,4
22762,4,4
13030,1,1
94575,28,28
42545,4,4
92684,25,25
34445,4,4
73343,7,7
63339,6,6
59256,4,4
4688,1,1
118053,5,5
122058,20,20
67075,4,4
3785,4,4
28877,9,9
80497,27,27
98626,10,10
77012,8,8
90026,28,28
30834,1,1
52026,11,11
81420,13,13
24856,2,2
83027,13,11
67747,4,4
21368,25,25
12886,8,8
101117,1,1
118983,10,10
72880,9,9
38612,8,8
33650,26,26
27869,6,6
56043,9,9
98305,11,11
92392,4,4
124553,4,4
26103,4,4
101871,1,1
92719,10,9
14136,7,7
83659,9,9
30250,4,4
56122,9,9
56180,4,4
1372,3,3
29026,26,26
15818,2,2
47104,4,4
109253,16,25
8690,13,13
84136,8,4
89620,15,15
100745,23,23
77841,29,29
99191,8,12
31228,4,4
17713,9,9
78276,1,1
105376,8,8
64647,3,3
48851,10,10
101693,11,11
71578,1,1
83738,1,1
16757,14,14
58562,4,4
118774,4,4
79153,16,16
99247,8,8
32563,4,4
65802,4,4
87435,23,23
32710,4,4
30511,4,4
22602,4,4
8865,13,13
54997,0,0
3908,4,4
51383,22,22
93630,4,4
102909,25,25
21738,4,4
115270,16,16
35293,5,5
108242,1,1
55712,15,15
74731,26,26
8169,2,2
57084,0,0
96808,28,28
101919,9,9
86152,21,21
60761,0,0
97524,4,4
108952,4,4
1895,1,1
66878,4,4
28574,26,26
28143,4,4
1060,8,1
12111,5,5
21154,17,17
83357,4,4
99311,15,15
96850,3,3
27666,26,26
68554,12,12
112248,25,25
82769,22,22
6382,17,17
90336,29,29
113561,19,4
29406,26,26
58740,12,12
88262,3,3
9611,1,1
59601,4,4
94998,1,1
115522,7,7
803,4,4
87394,18,18
88050,15,15
16930,4,4
91023,3,3
48307,0,0
66195,20,20
102753,25,25
47528,9,9
25984,4,4
13520,1,1
105683,1,1
65253,4,4
34420,1,8
88272,4,4
19690,4,4
32183,9,9
14752,4,4
95520,29,29
105021,19,19
13864,6,6
122694,7,7
23176,14,14
56443,27,27
122120,7,7
123726,4,4
82544,0,0
71811,0,0
69143,26,26
106396,18,18
92620,1,1
60468,8,8
65502,4,4
100345,11,11
36570,1,1
42087,1,1
54209,4,4
26077,7,7
2737,9,9
59061,4,4
41793,4,4
42034,4,4
110717,22,22
76476,7,7
90208,4,4
39292,20,20
51914,26,26
76690,6,6
124114,30,30
31413,25,4
18176,2,2
67829,22,22
3172,1,1
57689,5,5
32257,4,4
61430,16,16
48460,25,25
118220,5,5
43498,4,4
6498,2,11
84395,17,1
110962,19,19
79617,4,4
20423,4,4
36906,9,9
108247,28,28
20899,4,4
40906,4,4
65716,4,4
124177,25,25
95966,28,28
115172,1,1
100847,9,9
120150,1,1
1731,4,4
65130,4,4
96200,1,1
25621,11,11
112173,1,1
102047,10,10
109671,28,28
57756,1,1
2330,4,4
80837,26,26
106595,3,3
120986,25,25
53511,10,10
118339,1,1
95106,29,29
6301,8,8
31243,20,20
70907,4,4
70733,21,21
48683,6,6
14109,1,1
89163,24,24
109313,11,11
29109,23,23
88227,20,20
63311,4,4
47453,4,4
110498,20,20
22509,10,10
103884,1,1
119594,22,22
19452,4,4
11604,1,1
101241,3,3
80043,11,11
68296,10,10
86527,4,4
17134,9,9
52061,4,5
87524,27,27
22493,4,4
51808,6,6
109646,30,30
66528,6,6
82113,21,21
107388,25,25
27839,27,5
109179,7,20
19074,1,1
20876,1,1
28521,26,26
121090,30,30
33656,4,4
95501,30,30
40981,21,21
675,2,2
117320,4,4
17033,4,4
92531,20,20
86039,15,15
65740,6,6
116315,22,22
93671,10,10
115638,11,11
97399,25,25
83980,0,0
62097,19,19
10189,4,4
80693,0,0
119299,1,1
88443,16,16
36323,4,4
75158,6,6
20237,13,13
52247,4,4
85564,10,10
103054,3,3
63117,14,14
13020,4,23
36792,1,1
60290,25,25
120958,25,25
17840,6,6
51710,4,4
11625,7,7
116345,1,1
27857,4,4
6946,13,10
118450,1,1
41177,23,23
7995,4,4
10645,4,9
115772,0,4
63463,7,7
47261,1,1
39455,4,4
98400,20,20
120091,30,30
91214,28,28
94906,30,30
28542,11,11
116688,0,9
56803,4,4
30282,4,4
52402,6,4
54723,9,9
122685,8,8
115020,7,6
76335,4,4
40515,4,7
34390,4,4
40867,26,26
21362,24,24
107737,4,11
33497,1,8
71470,13,1
54405,1,1
29507,26,26
83865,11,11
43081,4,4
113187,27,27
23605,2,2
117678,23,23
46771,22,22
6904,0,0
1873,1,1
84910,4,4
58519,8,4
55365,8,8
57998,10,10
39505,1,1
14644,1,1
67336,7,7
4785,10,10
87395,4,4
19204,1,1
6838,5,5
65002,4,4
28912,18,18
124448,1,1
52530,13,13
36010,4,4
115087,25,25
88395,25,25
48476,4,4
97830,12,12
41668,9,9
92992,1,4
24738,4,4
26892,4,4
71056,9,9
23465,4,4
62427,4,4
40922,4,25
98127,27,27
99349,11,11
16203,20,20
58197,1,1
87810,0,0
45586,7,7
46079,26,26
29826,1,1
94771,24,24
11044,0,0
21794,9,9
108501,19,19
55879,26,26
49197,4,4
98562,30,30
73733,1,1
80368,9,9
33524,4,4
34901,22,22
102167,10,10
78003,14,14
84037,1,1
516,4,4
56402,1,1
11001,2,2
96880,1,1
116238,23,23
88486,25,25
106412,22,22
95357,4,4
116568,1,1
35893,4,4
43283,1,1
31702,21,4
109445,30,30
49428,8,15
34273,0,0
30076,8,8
9303,4,4
16828,22,22
122019,12,12
123431,4,4
54244,10,10
115487,9,4
20562,4,4
6084,18,4
116998,11,11
51666,27,27
77343,14,14
313,0,0
27656,16,16
120870,1,1
32530,7,7
40247,1,1
123953,11,11
117308,12,12
108230,25,25
81878,1,4
30594,1,1
63421,4,4
99488,23,23
109623,15,15
86051,17,17
111144,8,8
94919,29,29
52174,1,1
122112,23,20
73382,1,1
61493,4,4
55454,17,25
67748,4,4
38680,9,9
92672,12,12
79039,3,3
81240,0,0
57064,11,11
74068,6,0
89773,9,9
19783,4,4
91452,4,4
85341,1,1
22473,4,4
96194,25,25
47695,4,4
93549,12,12
70596,1,1
