,true_category,predicted_category
53589,1,1
38846,1,1
48357,4,4
32285,7,4
998,5,4
36231,4,4
108516,28,4
64391,4,4
60569,20,4
31352,4,4
47263,4,4
100580,1,1
58961,6,1
25042,25,4
11236,14,4
102135,28,4
49137,9,4
885,1,1
117061,5,4
94349,3,4
72677,12,4
113828,4,4
20334,8,1
104217,4,4
100920,25,25
123649,11,4
79416,8,1
5086,1,4
72135,1,1
82034,6,1
34476,8,1
25846,4,4
46034,22,1
103218,18,4
1679,4,4
55670,18,4
49032,4,4
97491,11,4
105201,1,1
46226,0,1
87865,15,4
71590,23,4
69633,4,4
22196,9,4
31685,4,4
3421,4,4
26701,13,4
31524,7,1
31931,7,4
3593,1,4
107916,4,4
17732,4,4
113663,18,4
41630,26,4
55327,5,4
49559,30,4
19658,1,4
95309,1,4
84317,22,1
62193,10,4
64933,25,25
32253,9,4
92977,29,4
88737,7,1
63555,4,4
6592,13,4
41896,15,4
27863,4,4
81073,20,4
38234,4,4
103894,25,4
119353,1,1
65359,25,4
81464,19,4
99921,9,4
70421,4,4
61956,4,4
108097,30,4
1638,4,1
60450,10,4
115330,24,4
29936,25,25
67365,10,4
47748,1,1
7544,6,4
110836,22,1
120167,1,1
63585,26,4
85413,10,4
19261,25,4
62659,26,4
8069,17,1
79043,4,4
51585,10,4
69376,14,4
86473,1,1
97100,4,4
98175,12,4
26789,13,4
36915,20,4
5710,6,1
18194,2,4
116023,4,4
5118,4,4
59318,13,4
106093,29,4
117627,29,4
124521,16,4
82520,21,4
95227,20,4
8719,25,4
84036,1,1
1402,1,1
50843,1,1
25098,4,4
85319,10,4
4316,4,4
87497,22,4
67210,1,1
100684,20,4
97147,30,1
87179,10,4
19792,4,4
70973,1,1
54272,23,4
61543,4,4
108665,3,4
21410,4,4
49162,4,4
42728,4,4
59438,26,4
10279,9,4
96271,4,4
71313,1,1
74706,26,4
15146,4,4
95722,10,4
96708,1,4
25141,4,4
114127,20,4
4221,4,4
105661,13,4
57777,4,4
108470,3,4
119249,11,4
2706,0,4
32283,1,1
59265,20,4
95508,11,4
8288,4,4
97821,25,4
49694,4,4
59681,10,4
123180,23,4
35578,4,4
89073,7,4
79276,17,1
40810,4,4
24370,9,4
46641,24,4
37342,17,4
106858,4,4
55623,6,4
89668,4,4
18644,4,4
69713,22,1
73619,1,4
75037,1,4
56564,10,1
83963,4,4
66144,4,4
107710,22,4
16115,1,4
108445,11,4
112794,20,4
53701,4,4
95311,29,4
23273,4,4
120715,11,4
109170,3,4
85410,22,4
32075,25,4
46640,10,4
52559,26,4
122103,20,4
90434,25,4
11000,2,4
109680,16,4
123285,3,4
99212,22,1
40501,1,1
26764,20,4
67077,11,4
102971,16,4
61512,11,4
44432,4,4
1231,3,4
50885,10,4
114358,27,4
104845,1,4
123348,22,4
13364,11,4
74456,12,4
51937,8,4
81698,0,4
20894,24,4
1566,0,4
65705,4,4
58368,11,4
28303,7,4
97839,4,4
122466,22,1
102482,30,4
7654,2,4
40052,4,4
20395,4,4
110289,30,1
95222,4,4
12376,9,4
109844,23,4
60707,1,4
53659,26,4
110602,25,4
1221,4,4
73904,17,4
96254,1,4
38387,25,4
54464,4,4
22751,4,4
6016,4,4
45274,4,4
119943,29,4
54363,9,4
109576,8,1
49773,1,1
30587,4,4
62517,15,4
48189,8,4
40672,15,4
116359,0,0
53985,9,4
103234,3,4
80567,10,4
16794,1,1
54810,11,4
8246,4,4
5072,10,4
80782,8,4
111510,3,4
35290,9,4
98879,8,4
92524,19,4
43194,9,4
97822,22,4
116004,4,4
7726,8,4
117737,25,4
4367,7,4
20962,13,4
52895,8,4
71953,8,4
99139,7,4
105345,0,4
1059,4,4
82815,28,4
95956,28,4
19981,20,4
103858,0,4
58351,4,4
98727,15,4
26555,1,1
30096,4,4
103087,8,1
52809,24,4
15602,13,4
10997,4,4
27918,21,4
65080,1,1
15486,24,4
91127,22,4
67717,4,4
86712,11,4
91462,7,4
64336,1,1
58468,9,4
107549,4,4
37899,26,4
61694,1,1
78195,5,4
46173,4,4
93423,28,4
70872,6,4
114260,4,4
116140,28,4
32377,26,4
104404,25,4
81949,4,4
11746,24,4
117506,25,4
40569,1,1
26099,4,4
7953,5,4
73507,12,4
35729,13,4
34736,26,4
32871,23,4
90801,11,4
16409,4,4
121708,4,4
107409,10,4
114760,11,4
102741,4,4
6884,4,4
11951,7,4
77851,4,4
51729,4,4
54707,9,4
113991,23,4
2609,10,4
24481,9,4
70419,25,4
111627,28,4
26034,26,4
123677,25,4
24207,21,4
59477,4,4
8557,4,4
82188,4,4
27614,5,4
30863,26,4
78510,26,4
78358,4,4
31494,4,4
44300,13,4
69045,25,4
97962,30,4
118181,4,4
7693,25,4
118610,1,1
86409,11,4
104860,29,4
24801,4,4
47171,12,4
69789,4,4
97184,22,4
90442,3,4
11337,4,4
70025,4,4
38047,4,4
108248,0,4
101866,4,4
93813,4,4
9350,2,4
13256,25,4
37325,4,4
18685,13,4
124810,28,4
40766,26,4
11650,0,1
788,2,4
30861,26,4
71145,25,4
91744,20,4
113582,23,4
116754,24,4
31978,6,4
59335,26,4
47476,13,4
59096,25,4
118967,23,4
94195,16,4
73683,13,4
93537,7,4
39960,4,4
20285,1,4
27434,1,4
116751,12,4
43602,4,4
30452,23,4
6465,4,4
34538,22,1
95207,10,4
85526,4,4
85369,5,4
61975,5,4
20585,13,4
50831,4,4
112944,15,4
41587,1,1
94069,25,4
14170,1,1
35250,24,24
31380,17,4
964,4,4
59122,1,1
31963,22,1
123995,23,4
114613,4,4
82147,26,4
121255,9,4
45551,4,4
88402,5,1
60769,4,4
46242,8,4
104111,1,1
4315,7,4
22984,22,4
93343,4,4
91666,25,4
60902,4,4
2945,13,4
33951,4,4
88323,1,1
101789,25,4
16481,6,4
35217,4,4
13094,20,1
7116,9,4
115860,8,4
758,13,4
14406,4,4
123843,30,4
36793,4,4
96788,8,4
99258,30,4
37466,13,4
42364,4,4
102083,16,4
19863,1,1
19294,4,4
10766,4,4
114802,9,4
92841,28,4
109446,4,4
43276,12,4
5510,4,4
115385,20,4
78742,1,4
31666,26,4
39955,4,4
62510,4,4
36316,26,4
79542,6,1
52751,24,4
23232,1,1
85453,19,4
35498,4,4
15035,2,4
7858,6,4
57758,6,4
91914,19,4
56489,25,4
112826,28,4
16129,25,4
11499,1,4
46773,11,4
3607,4,4
5531,7,1
68887,18,4
85861,30,4
57431,1,1
18473,4,4
27693,26,4
91442,5,4
21835,7,4
88310,4,4
22563,2,4
38711,5,4
39172,21,4
100925,1,1
70438,0,4
120821,22,1
5157,2,4
46946,21,4
86200,19,4
112318,23,4
44301,25,4
16910,2,4
73468,0,4
18215,4,4
111338,25,4
45796,14,4
68581,5,1
5537,7,4
23962,4,4
107651,12,4
69888,23,4
86085,1,1
115081,19,4
73090,4,4
58619,27,4
70962,26,4
19257,4,4
13928,12,4
81396,14,4
10164,6,4
42081,4,4
75286,4,4
63762,26,4
17108,2,4
4217,7,4
51101,21,4
22271,16,4
9427,4,4
57791,9,4
22950,25,4
80649,25,25
69565,1,4
116803,18,4
91738,13,4
67516,4,4
60080,4,4
119085,13,4
11820,18,4
58349,11,4
62791,27,4
51956,15,4
96522,1,1
98591,28,4
124835,29,4
78800,1,1
94012,23,4
56431,13,4
101511,3,4
30125,0,4
90883,9,4
72989,24,4
116126,8,4
25108,1,1
100320,1,4
118933,1,4
61294,8,4
73486,9,4
75635,12,4
63358,0,4
2514,5,4
87909,4,4
68717,27,4
2671,4,4
64740,22,4
20597,6,4
68912,7,4
29515,23,4
5058,2,4
16546,13,4
122447,24,4
29827,4,4
68294,12,1
50679,1,1
64787,4,4
14463,9,4
52985,4,4
75796,0,4
93727,4,4
116639,25,4
79716,19,4
27910,4,4
81581,8,4
695,2,4
4449,1,1
41066,26,4
124987,13,1
61838,4,4
37348,26,4
106695,12,4
9626,4,4
12633,1,1
71256,22,4
33438,9,4
38772,20,1
74074,26,4
84552,4,4
54050,19,4
11084,6,4
48138,4,4
100084,1,1
48209,1,1
93942,15,1
13970,20,1
41350,0,4
19761,1,4
110272,30,4
26120,15,4
97483,1,1
16382,25,4
114973,12,1
102930,29,4
29180,4,4
66303,20,4
1575,2,4
58057,1,1
45921,7,1
72842,4,4
67523,14,4
10105,2,4
54037,4,4
114016,4,4
34071,7,4
89002,4,4
113615,25,4
7144,0,4
53032,20,1
20942,1,4
7362,6,4
117612,4,4
71525,4,4
31984,9,4
77276,4,4
74611,10,10
84674,1,4
110788,12,4
63542,8,4
87984,30,1
14521,6,4
30998,11,4
912,4,4
104395,3,4
113672,13,4
41064,25,1
94596,12,4
42432,4,4
112954,12,4
32445,4,4
79011,25,4
60744,9,1
3547,4,4
46140,1,4
4524,1,4
10907,17,4
38566,25,1
113677,11,4
23122,4,4
3251,1,1
15514,9,1
19711,4,4
99392,16,4
120216,28,4
43840,21,4
83635,1,1
38965,1,4
12580,4,4
87061,4,4
38081,1,1
82463,25,25
70928,26,4
39256,27,1
91078,3,4
47869,4,4
28866,4,4
120204,29,25
92499,28,4
79242,6,1
64944,4,4
44647,8,4
13567,8,4
71283,20,4
119427,5,4
116436,4,4
108970,9,9
107782,11,4
99378,11,4
80310,0,4
24010,4,4
86748,25,25
33045,11,4
78073,1,1
1182,4,4
36921,1,1
2982,11,4
1169,5,1
56345,4,4
10088,4,4
69047,6,4
84888,6,4
57827,4,4
41468,29,4
102632,3,4
39183,1,1
35555,26,4
46374,20,4
72697,6,1
63855,21,4
90131,1,1
10850,4,4
106556,15,4
35156,7,4
39641,12,1
8021,15,4
112623,25,4
90309,29,4
72333,3,4
31187,24,4
4741,1,1
82714,4,4
80129,10,4
119221,20,4
67511,4,4
10540,15,4
114146,20,4
107387,25,25
107004,8,4
70807,1,1
45764,1,4
76468,16,4
45604,4,4
40866,4,4
39045,24,4
3882,8,4
83013,7,1
7556,0,4
118465,12,4
89516,10,1
82492,15,4
94899,28,4
14503,23,4
94716,7,4
89952,20,4
71567,15,4
64130,4,4
30023,4,4
109747,25,4
48163,8,4
50484,4,4
68611,5,4
102432,20,4
65504,0,4
90278,19,4
119945,16,4
62900,22,4
37735,4,4
6455,7,4
62506,14,4
53770,12,4
22583,4,4
70927,26,4
3892,3,4
26456,21,4
108672,12,4
22933,1,4
42660,4,4
74296,5,4
79348,7,4
65067,27,4
1788,7,4
64455,25,4
115934,3,4
1162,6,4
105238,25,4
36464,4,4
84572,1,4
67574,17,4
58276,0,4
60900,4,4
84864,4,4
124873,11,4
64445,25,4
55451,17,4
18142,20,4
104316,12,4
91565,20,4
118575,25,4
9568,8,1
49493,1,4
5343,3,4
3791,1,1
75617,20,4
30318,22,4
90904,16,4
80494,25,4
120018,17,4
1122,1,1
26777,9,4
105562,29,4
487,2,4
115289,7,4
59582,1,1
39617,7,4
29771,4,4
116723,28,4
16393,4,4
96878,1,1
67415,4,4
26112,4,4
83320,22,1
102037,11,4
84251,4,4
50642,10,4
31038,6,4
56201,21,4
14736,7,4
42046,26,4
7626,1,4
40746,4,4
6683,4,4
90808,18,4
74003,4,4
35651,26,4
78878,4,4
91761,19,4
31620,4,4
93606,7,4
88053,3,4
112559,3,4
86579,0,4
79976,4,4
70107,6,1
114927,7,4
22087,23,4
120641,25,4
100816,11,4
122392,6,1
88208,8,4
25074,9,4
99558,29,4
105524,23,4
12670,4,4
39614,15,4
57798,21,4
27861,4,4
91099,0,4
100415,30,4
36898,26,4
22762,4,4
13030,1,1
94575,28,4
42545,4,4
92684,25,4
34445,4,4
73343,7,4
63339,6,1
59256,4,4
4688,1,1
118053,5,4
122058,20,4
67075,4,4
3785,4,4
28877,9,1
80497,27,4
98626,10,4
77012,8,1
90026,28,4
30834,1,1
52026,11,4
81420,13,4
24856,2,4
83027,13,4
67747,4,4
21368,25,4
12886,8,1
101117,1,1
118983,10,4
72880,9,4
38612,8,4
33650,26,4
27869,6,4
56043,9,4
98305,11,4
92392,4,4
124553,4,4
26103,4,4
101871,1,4
92719,10,4
14136,7,4
83659,9,1
30250,4,4
56122,9,4
56180,4,4
1372,3,4
29026,26,4
15818,2,4
47104,4,4
109253,16,4
8690,13,4
84136,8,4
89620,15,4
100745,23,4
77841,29,4
99191,8,4
31228,4,4
17713,9,1
78276,1,1
105376,8,4
64647,3,4
48851,10,4
101693,11,1
71578,1,1
83738,1,1
16757,14,4
58562,4,4
118774,4,4
79153,16,4
99247,8,1
32563,4,4
65802,4,4
87435,23,4
32710,4,4
30511,4,4
22602,4,4
8865,13,4
54997,0,4
3908,4,4
51383,22,1
93630,4,4
102909,25,25
21738,4,4
115270,16,1
35293,5,4
108242,1,1
55712,15,4
74731,26,4
8169,2,4
57084,0,4
96808,28,4
101919,9,4
86152,21,4
60761,0,4
97524,4,4
108952,4,4
1895,1,1
66878,4,4
28574,26,4
28143,4,4
1060,8,1
12111,5,4
21154,17,1
83357,4,4
99311,15,4
96850,3,4
27666,26,4
68554,12,4
112248,25,4
82769,22,1
6382,17,1
90336,29,4
113561,19,4
29406,26,4
58740,12,4
88262,3,4
9611,1,4
59601,4,4
94998,1,4
115522,7,4
803,4,4
87394,18,4
88050,15,4
16930,4,4
91023,3,4
48307,0,4
66195,20,4
102753,25,4
47528,9,9
25984,4,4
13520,1,4
105683,1,1
65253,4,4
34420,1,4
88272,4,4
19690,4,4
32183,9,4
14752,4,4
95520,29,4
105021,19,4
13864,6,1
122694,7,4
23176,14,4
56443,27,4
122120,7,4
123726,4,4
82544,0,4
71811,0,4
69143,26,4
106396,18,4
92620,1,1
60468,8,4
65502,4,4
100345,11,4
36570,1,4
42087,1,1
54209,4,4
26077,7,4
2737,9,4
59061,4,4
41793,4,4
42034,4,4
110717,22,4
76476,7,4
90208,4,4
39292,20,4
51914,26,4
76690,6,4
124114,30,4
31413,25,4
18176,2,4
67829,22,1
3172,1,1
57689,5,4
32257,4,4
61430,16,4
48460,25,4
118220,5,4
43498,4,4
6498,2,4
84395,17,1
110962,19,4
79617,4,4
20423,4,4
36906,9,4
108247,28,4
20899,4,4
40906,4,4
65716,4,4
124177,25,4
95966,28,4
115172,1,4
100847,9,4
120150,1,1
1731,4,4
65130,4,4
96200,1,1
25621,11,4
112173,1,4
102047,10,1
109671,28,4
57756,1,1
2330,4,4
80837,26,4
106595,3,4
120986,25,4
53511,10,4
118339,1,1
95106,29,4
6301,8,4
31243,20,4
70907,4,4
70733,21,4
48683,6,4
14109,1,1
89163,24,25
109313,11,4
29109,23,4
88227,20,1
63311,4,4
47453,4,4
110498,20,4
22509,10,4
103884,1,1
119594,22,4
19452,4,4
11604,1,1
101241,3,4
80043,11,4
68296,10,1
86527,4,4
17134,9,4
52061,4,4
87524,27,1
22493,4,4
51808,6,4
109646,30,4
66528,6,4
82113,21,4
107388,25,4
27839,27,4
109179,7,4
19074,1,4
20876,1,1
28521,26,4
121090,30,4
33656,4,4
95501,30,1
40981,21,1
675,2,4
117320,4,4
17033,4,4
92531,20,4
86039,15,4
65740,6,1
116315,22,4
93671,10,4
115638,11,4
97399,25,4
83980,0,4
62097,19,4
10189,4,4
80693,0,4
119299,1,1
88443,16,4
36323,4,4
75158,6,4
20237,13,4
52247,4,4
85564,10,4
103054,3,4
63117,14,4
13020,4,4
36792,1,4
60290,25,25
120958,25,4
17840,6,4
51710,4,4
11625,7,4
116345,1,1
27857,4,4
6946,13,4
118450,1,4
41177,23,4
7995,4,4
10645,4,4
115772,0,4
63463,7,4
47261,1,4
39455,4,4
98400,20,4
120091,30,4
91214,28,4
94906,30,4
28542,11,4
116688,0,4
56803,4,4
30282,4,4
52402,6,4
54723,9,4
122685,8,4
115020,7,4
76335,4,4
40515,4,4
34390,4,4
40867,26,4
21362,24,4
107737,4,4
33497,1,4
71470,13,1
54405,1,1
29507,26,4
83865,11,4
43081,4,4
113187,27,1
23605,2,4
117678,23,1
46771,22,4
6904,0,4
1873,1,4
84910,4,4
58519,8,4
55365,8,4
57998,10,4
39505,1,1
14644,1,1
67336,7,4
4785,10,4
87395,4,4
19204,1,1
6838,5,4
65002,4,4
28912,18,4
124448,1,4
52530,13,4
36010,4,4
115087,25,4
88395,25,4
48476,4,4
97830,12,4
41668,9,4
92992,1,4
24738,4,4
26892,4,4
71056,9,4
23465,4,4
62427,4,4
40922,4,4
98127,27,4
99349,11,4
16203,20,1
58197,1,1
87810,0,4
45586,7,4
46079,26,4
29826,1,4
94771,24,4
11044,0,4
21794,9,4
108501,19,4
55879,26,4
49197,4,4
98562,30,4
73733,1,1
80368,9,4
33524,4,4
34901,22,4
102167,10,4
78003,14,4
84037,1,1
516,4,4
56402,1,1
11001,2,4
96880,1,4
116238,23,4
88486,25,4
106412,22,4
95357,4,4
116568,1,1
35893,4,4
43283,1,1
31702,21,4
109445,30,4
49428,8,4
34273,0,4
30076,8,4
9303,4,4
16828,22,4
122019,12,4
123431,4,4
54244,10,10
115487,9,4
20562,4,4
6084,18,4
116998,11,4
51666,27,4
77343,14,4
313,0,4
27656,16,4
120870,1,1
32530,7,4
40247,1,1
123953,11,4
117308,12,4
108230,25,4
81878,1,4
30594,1,1
63421,4,4
99488,23,4
109623,15,4
86051,17,4
111144,8,1
94919,29,4
52174,1,4
122112,23,1
73382,1,1
61493,4,4
55454,17,4
67748,4,4
38680,9,4
92672,12,4
79039,3,4
81240,0,4
57064,11,4
74068,6,4
89773,9,4
19783,4,4
91452,4,4
85341,1,1
22473,4,4
96194,25,4
47695,4,4
93549,12,4
70596,1,1
2814,13,4
87423,6,4
2297,8,1
31962,26,4
117588,1,4
29435,26,4
11550,7,4
90308,29,4
101377,18,4
24197,9,4
115465,12,4
44154,1,1
14485,4,4
74617,26,4
66954,11,4
32510,7,4
49415,13,4
63602,24,25
38768,1,1
74422,6,1
12035,4,4
21977,1,1
17376,15,4
9439,4,4
116403,25,4
91015,29,4
121106,1,4
24882,2,4
28431,26,4
36608,4,4
79224,4,4
22729,4,4
100758,6,4
26153,13,4
104021,3,4
4282,2,4
94030,1,4
103292,7,4
75862,19,4
114629,28,4
57157,1,1
50804,7,4
29620,4,4
64780,1,4
77935,17,4
86171,1,1
60023,26,4
27459,15,4
10899,1,4
6105,1,1
62697,4,4
62242,22,4
24013,25,4
84440,4,4
28104,4,4
124105,11,4
4126,1,1
50991,15,15
45862,4,4
93785,11,4
63071,11,4
64738,4,4
97704,1,1
27899,4,4
103084,12,4
63635,9,1
48571,25,4
16227,2,4
30890,1,1
66405,6,4
10981,25,4
54247,11,4
39394,4,4
702,1,1
123422,25,4
37604,4,4
79368,19,4
64381,4,4
91173,11,4
53584,4,4
49669,1,4
59188,19,4
49789,12,4
70420,4,4
109804,30,4
66574,4,4
29537,4,4
109018,12,4
69630,4,4
11570,4,4
27717,6,4
59666,4,4
35356,4,4
79225,7,4
39703,29,4
11132,4,4
105809,4,4
59468,5,4
97645,28,4
109927,1,4
42562,26,4
55074,11,4
35181,1,4
24362,4,4
76692,7,1
56956,4,4
42841,4,4
110849,25,25
94076,28,4
74876,6,4
97029,16,4
70999,24,4
65981,26,4
15879,17,4
70413,23,4
75105,1,1
82997,10,4
7209,8,1
42430,1,1
44455,22,1
24585,1,1
122377,6,4
83477,26,4
48079,4,4
42883,16,4
54484,5,4
618,2,4
14335,1,1
85004,10,1
15865,4,4
66593,26,4
40432,4,4
59266,22,4
100506,22,4
51555,7,4
58437,4,4
8085,9,4
87109,1,1
42609,7,4
24177,20,4
117216,1,4
14320,20,1
87032,25,4
28438,4,4
19764,15,4
69348,4,4
50320,5,4
75075,6,4
12556,1,1
63858,25,25
84032,15,4
47534,4,4
113409,23,4
32186,24,4
106961,3,4
79205,8,4
60219,4,4
66853,26,4
1189,4,4
30546,23,4
104661,3,4
104780,7,4
33781,9,4
43067,8,4
23540,1,1
28019,4,4
77008,4,4
81250,6,1
61647,25,4
51865,24,4
3699,9,4
122228,4,4
4699,12,4
7738,6,4
119349,0,4
16233,2,4
122435,25,4
52976,11,4
114668,29,4
10338,18,4
6790,11,4
20235,17,4
4399,4,4
119734,9,4
19754,1,4
92955,18,4
114933,25,4
68871,1,4
41346,26,4
730,8,4
56428,4,4
67318,4,4
19117,4,4
62209,1,1
69608,7,1
48015,11,4
4831,1,1
41061,26,4
78726,3,4
15392,2,4
23716,7,1
70484,4,4
88004,8,4
73333,25,4
43036,8,1
101893,11,4
20194,2,4
41241,4,4
57972,4,4
84535,10,4
265,4,4
5169,4,4
24103,25,4
70041,20,4
11387,14,4
14881,9,4
52554,4,4
34080,26,4
33269,6,4
14667,2,4
26587,3,4
17308,4,4
112811,10,4
33820,4,4
74244,23,4
124736,11,4
119398,30,4
7307,8,1
116389,7,4
27976,1,1
31991,4,4
63950,6,4
474,4,4
119155,4,4
102723,20,4
122354,4,4
118539,3,4
41233,8,4
98200,20,4
89227,8,4
36934,4,4
76297,13,4
59378,6,4
91335,11,4
25514,4,4
50531,4,4
97762,6,4
20196,2,4
5998,11,4
52417,4,4
76419,6,4
72527,5,4
95374,20,4
110652,12,4
62772,20,4
106169,4,4
106066,11,4
80806,13,4
4709,4,4
19071,4,4
20824,21,4
29946,4,4
35419,20,1
72800,10,4
118019,30,1
24436,20,4
96057,20,4
39948,14,4
70197,9,1
31402,26,4
65970,4,4
18612,4,4
120754,4,4
116832,20,4
65273,4,4
113422,28,4
83243,21,4
64719,4,4
111180,15,1
46085,0,4
90795,9,4
51725,4,4
79067,4,4
8285,4,4
295,1,1
100432,15,4
53231,4,4
80495,4,4
31677,20,1
71053,1,1
56205,1,1
88618,15,4
74061,1,1
80473,13,4
32466,4,4
99050,28,4
61329,25,1
114977,4,4
76331,18,4
85532,14,4
108150,7,4
12597,2,4
42574,4,4
81714,4,4
110486,18,4
2299,4,4
25366,11,4
33821,18,4
68534,8,4
67124,3,4
115790,12,4
117824,20,1
92439,29,1
57850,1,1
63284,4,4
91017,3,1
60869,17,1
4938,4,4
100419,28,4
52339,4,4
77815,4,4
33544,9,4
22478,1,1
78226,17,4
72645,1,1
58278,11,4
117004,12,4
21175,24,4
108813,3,4
108664,11,4
39576,7,4
55442,3,4
16678,1,1
27439,6,4
2877,8,4
100051,28,4
72477,24,4
41055,8,4
35309,6,4
32489,4,4
95814,16,4
23367,11,4
123685,12,4
28098,4,4
49182,4,4
38579,7,7
89172,28,4
35289,4,4
80661,1,1
4082,12,4
98105,23,4
2186,4,4
32619,1,1
76244,4,4
19591,20,1
35312,4,4
13548,24,4
96533,15,4
102628,20,4
37178,13,4
32667,4,4
122111,28,4
41618,4,4
13953,20,1
32071,4,4
61823,4,4
89802,1,4
28254,8,4
31486,6,4
85758,1,1
124391,3,4
14649,1,1
102418,15,4
74372,1,4
63714,5,4
38954,4,4
41789,4,4
25305,1,4
116927,7,4
123713,9,4
107716,18,4
77998,4,4
70903,22,4
107839,1,4
14545,15,4
103225,28,4
16460,25,4
85932,15,4
108019,18,4
43367,4,4
29043,10,1
12067,4,4
87658,4,4
48468,24,4
119069,10,4
97721,28,4
96745,15,4
114366,20,4
73792,21,4
56726,4,4
84017,4,4
115352,29,4
83877,5,4
36663,10,1
11979,4,4
56604,3,4
22389,10,4
72523,21,4
20573,24,1
57129,4,4
36259,4,4
89469,9,4
88581,1,4
30187,20,4
107207,28,4
60987,4,4
38476,13,4
107428,24,1
90317,28,4
1213,4,4
57664,1,1
24382,4,4
104877,8,4
112420,4,4
63899,0,4
121012,29,4
30479,4,4
37592,0,4
48111,26,4
88490,30,4
109929,4,4
47290,1,1
15274,4,4
66665,12,4
118179,25,4
29549,11,4
5119,1,4
74245,14,4
102888,1,4
116988,28,4
28136,8,4
60770,1,4
116065,25,4
103617,1,1
114340,19,4
103350,25,4
114382,3,4
32929,4,4
119480,16,4
58004,10,4
107816,7,7
113610,8,4
64299,1,1
55115,1,1
18641,4,4
58196,4,4
82777,26,4
7930,1,4
69731,1,1
123891,0,4
77549,4,4
39436,8,4
91526,22,4
87373,25,4
5309,1,1
81868,13,4
2522,13,4
3015,4,4
58020,15,4
112281,5,1
28676,6,4
123385,4,4
62192,6,4
47103,27,4
111807,11,4
9932,8,4
36789,4,4
95577,20,4
97226,27,4
49448,26,4
79835,4,4
69974,10,4
77367,14,4
39838,26,4
59245,4,4
26541,5,4
40116,4,4
87480,7,4
112721,15,4
55128,26,4
44972,14,4
124545,24,1
89887,18,4
47885,6,4
45030,9,4
52759,26,4
39578,12,1
107337,4,4
12110,1,4
26664,26,4
24266,9,4
73004,4,4
7862,1,1
75098,27,4
67079,4,4
43208,4,4
118265,15,4
61830,4,4
110662,25,4
5903,4,4
53795,9,4
119835,4,4
14762,7,4
31306,26,4
86330,12,4
85534,4,4
116118,30,4
91758,15,4
81607,3,4
65193,20,4
70838,16,4
45338,21,4
116261,25,4
11747,13,4
104760,0,4
95870,20,1
55824,22,4
2868,6,4
113495,1,1
87740,9,4
110292,13,4
38847,8,4
40688,6,4
79016,10,4
56217,4,4
80761,4,4
117576,10,4
88181,17,4
83709,0,4
28616,4,4
75722,13,4
43170,20,1
85698,21,4
100004,5,4
121064,29,4
11504,1,4
19530,4,4
101325,22,4
53960,0,4
103776,10,4
26494,4,4
5928,4,4
50297,22,1
44270,4,4
17183,1,1
43279,5,1
98088,29,4
56465,24,4
119473,4,4
24092,11,4
88337,11,4
79438,14,4
83263,9,4
12395,4,4
20749,23,4
91523,30,4
98951,1,4
83334,0,4
60933,4,4
91383,1,1
120294,9,4
46331,4,4
45453,4,4
29242,7,7
124127,7,4
73116,0,4
95166,28,4
22886,4,4
58732,0,4
103703,29,4
103849,15,4
74914,1,1
93303,1,4
118245,28,4
6468,5,4
14984,22,4
18500,15,4
27781,4,4
67618,4,4
76568,1,1
71999,1,1
46869,5,1
37838,8,4
124763,13,4
40201,0,4
28486,4,4
50132,26,4
105253,25,4
88189,15,4
66928,6,1
57343,1,1
71239,4,4
7854,12,4
73650,26,4
19707,2,4
101809,8,1
113266,19,4
36260,4,4
115094,23,4
49443,5,4
57112,19,4
84497,4,4
24018,7,4
89482,19,4
98441,30,1
117458,23,4
57644,4,4
54798,16,4
65989,5,4
107884,8,4
111486,28,4
89231,9,1
40783,1,1
73835,14,4
64055,25,4
98128,9,4
41651,11,4
95631,1,1
33985,26,4
123148,12,4
12577,1,4
69680,4,4
80296,1,1
98903,28,4
121535,24,4
77329,4,4
73871,1,1
10169,3,4
49710,4,4
64968,22,1
78490,0,4
33753,26,4
121859,25,4
79873,19,4
38615,9,4
28601,25,4
74734,26,4
11069,4,4
68564,1,4
36554,9,1
69075,10,4
107076,25,4
35254,11,4
89009,1,1
29701,4,4
12766,24,4
115925,6,25
17859,1,4
46441,21,1
112446,7,4
60257,4,4
32877,1,1
58091,9,4
103129,1,4
50329,12,4
18115,4,4
53672,26,4
59752,27,4
33604,9,4
16657,4,4
106613,25,4
120045,0,4
78599,1,1
4422,2,4
31867,26,4
37155,4,4
54185,1,1
116708,4,4
6010,8,1
79238,4,4
57363,1,4
21413,4,4
7284,4,4
72196,28,4
24602,25,4
100984,23,4
50999,6,1
110499,15,4
113465,20,4
104410,25,4
98084,13,4
27687,3,4
86945,27,4
79972,1,1
42743,4,4
86244,9,4
50399,12,4
122055,25,4
38782,25,4
109284,9,4
83936,25,1
102414,11,4
94236,30,4
58345,1,1
80627,0,4
94916,12,4
18248,4,4
79289,4,4
101472,12,4
11645,4,4
48168,1,1
46196,4,4
60743,14,4
59920,4,4
14479,4,4
86929,1,1
106303,4,4
6567,1,4
37517,9,1
5130,9,4
8730,22,4
111605,20,4
100707,10,4
50938,7,4
110309,12,4
57182,11,4
95087,1,1
87679,28,4
48434,26,4
60319,4,4
93512,25,4
56208,6,4
81715,8,1
40470,4,4
20302,4,4
19287,20,1
102794,1,4
116295,3,4
109618,4,4
8608,2,4
84210,14,4
1047,9,4
51462,4,4
76723,4,4
13373,0,4
